                     Time          VehicleSpeed_HS
           2046.520000000              1.940000000
           2046.540000000              1.910000000
           2046.560000000              1.840000000
           2046.580000000              1.770000000
           2046.600000000              1.730000000
           2046.620000000              1.650000000
           2046.640000000              1.590000000
           2046.660000000              1.580000000
           2046.680000000              1.550000000
           2046.700000000              1.520000000
           2046.720000000              1.530000000
           2046.740000000              1.520000000
           2046.760000000              1.500000000
           2046.780000000              1.490000000
           2046.800000000              1.470000000
           2046.820000000              1.470000000
           2046.840000000              1.470000000
           2046.860000000              1.470000000
           2046.880000000              1.480000000
           2046.900000000              1.480000000
           2046.920000000              1.480000000
           2046.940000000              1.480000000
           2046.960000000              1.480000000
           2046.980000000              1.460000000
           2047.000000000              1.440000000
           2047.020000000              1.440000000
           2047.040000000              1.430000000
           2047.060000000              1.410000000
           2047.080000000              1.410000000
           2047.100000000              1.400000000
           2047.120000000              1.380000000
           2047.140000000              1.370000000
           2047.160000000              1.360000000
           2047.180000000              1.350000000
           2047.200000000              1.330000000
           2047.220000000              1.320000000
           2047.240000000              1.310000000
           2047.260000000              1.280000000
           2047.280000000              1.270000000
           2047.300000000              1.260000000
           2047.320000000              1.240000000
           2047.340000000              1.220000000
           2047.360000000              1.210000000
           2047.380000000              1.210000000
           2047.400000000              1.190000000
           2047.420000000              1.170000000
           2047.440000000              1.160000000
           2047.460000000              1.160000000
           2047.480000000              1.130000000
           2047.500000000              1.120000000
           2047.520000000              1.120000000
           2047.540000000              1.110000000
           2047.560000000              1.090000000
           2047.580000000              1.080000000
           2047.600000000              1.070000000
           2047.620000000              1.070000000
           2047.640000000              1.050000000
           2047.660000000              1.040000000
           2047.680000000              1.030000000
           2047.700000000              1.020000000
           2047.720000000              1.010000000
           2047.740000000              0.990000000
           2047.760000000              0.980000000
           2047.780000000              0.960000000
           2047.800000000              0.950000000
           2047.820000000              0.940000000
           2047.840000000              0.900000000
           2047.860000000              0.870000000
           2047.880000000              0.840000000
           2047.900000000              0.800000000
           2047.920000000              0.790000000
           2047.940000000              0.780000000
           2047.960000000              0.750000000
           2047.980000000              0.000000000
           2048.000000000              0.000000000
           2048.020000000              0.000000000
           2048.040000000              0.000000000
           2048.060000000              0.000000000
           2048.080000000              0.000000000
           2048.100000000              0.000000000
           2048.120000000              0.000000000
           2048.140000000              0.000000000
           2048.160000000              0.000000000
           2048.180000000              0.000000000
           2048.200000000              0.000000000
           2048.220000000              0.000000000
           2048.240000000              0.000000000
           2048.260000000              0.000000000
           2048.280000000              0.000000000
           2048.300000000              0.000000000
           2048.320000000              0.000000000
           2048.340000000              0.000000000
           2048.360000000              0.000000000
           2048.380000000              0.000000000
           2048.400000000              0.000000000
           2048.420000000              0.000000000
           2048.440000000              0.000000000
           2048.460000000              0.000000000
           2048.480000000              0.000000000
           2048.500000000              0.000000000
           2048.520000000              0.000000000
           2048.540000000              0.000000000
           2048.560000000              0.000000000
           2048.580000000              0.000000000
           2048.600000000              0.000000000
           2048.620000000              0.000000000
           2048.640000000              0.000000000
           2048.660000000              0.000000000
           2048.680000000              0.000000000
           2048.700000000              0.000000000
           2048.720000000              0.000000000
           2048.740000000              0.000000000
           2048.760000000              0.000000000
           2048.780000000              0.000000000
           2048.800000000              0.000000000
           2048.820000000              0.000000000
           2048.840000000              0.000000000
           2048.860000000              0.000000000
           2048.880000000              0.000000000
           2048.900000000              0.000000000
           2048.920000000              0.000000000
           2048.940000000              0.000000000
           2048.960000000              0.000000000
           2048.980000000              0.000000000
           2049.000000000              0.000000000
           2049.020000000              0.000000000
           2049.040000000              0.000000000
           2049.060000000              0.000000000
           2049.080000000              0.000000000
           2049.100000000              0.000000000
           2049.120000000              0.000000000
           2049.140000000              0.000000000
           2049.160000000              0.000000000
           2049.180000000              0.000000000
           2049.200000000              0.000000000
           2049.220000000              0.000000000
           2049.240000000              0.000000000
           2049.260000000              0.000000000
           2049.280000000              0.000000000
           2049.300000000              0.000000000
           2049.320000000              0.000000000
           2049.340000000              0.000000000
           2049.360000000              0.000000000
           2049.380000000              0.000000000
           2049.400000000              0.000000000
           2049.420000000              0.000000000
           2049.440000000              0.000000000
           2049.460000000              0.000000000
           2049.480000000              0.000000000
           2049.500000000              0.000000000
           2049.520000000              0.000000000
           2049.540000000              0.000000000
           2049.560000000              0.000000000
           2049.580000000              0.000000000
           2049.600000000              0.000000000
           2049.620000000              0.000000000
           2049.640000000              0.000000000
           2049.660000000              0.000000000
           2049.680000000              0.000000000
           2049.700000000              0.000000000
           2049.720000000              0.000000000
           2049.740000000              0.000000000
           2049.760000000              0.000000000
           2049.780000000              0.000000000
           2049.800000000              0.000000000
           2049.820000000              0.000000000
           2049.840000000              0.000000000
           2049.860000000              0.000000000
           2049.880000000              0.000000000
           2049.900000000              0.000000000
           2049.920000000              0.000000000
           2049.940000000              0.000000000
           2049.960000000              0.000000000
           2049.980000000              0.000000000
           2050.000000000              0.000000000
           2050.020000000              0.000000000
           2050.040000000              0.000000000
           2050.060000000              0.000000000
           2050.080000000              0.000000000
           2050.100000000              0.000000000
           2050.120000000              0.000000000
           2050.140000000              0.000000000
           2050.160000000              0.000000000
           2050.180000000              0.000000000
           2050.200000000              0.000000000
           2050.220000000              0.000000000
           2050.240000000              0.000000000
           2050.260000000              0.000000000
           2050.280000000              0.000000000
           2050.300000000              0.000000000
           2050.320000000              0.000000000
           2050.340000000              0.000000000
           2050.360000000              0.000000000
           2050.380000000              0.000000000
           2050.400000000              0.000000000
           2050.420000000              0.000000000
           2050.440000000              0.000000000
           2050.460000000              0.000000000
           2050.480000000              0.000000000
           2050.500000000              0.000000000
           2050.520000000              0.000000000
           2050.540000000              0.000000000
           2050.560000000              0.000000000
           2050.580000000              0.000000000
           2050.600000000              0.000000000
           2050.620000000              0.000000000
           2050.640000000              0.000000000
           2050.660000000              0.000000000
           2050.680000000              0.000000000
           2050.700000000              0.000000000
           2050.720000000              0.000000000
           2050.740000000              0.000000000
           2050.760000000              0.000000000
           2050.780000000              0.000000000
           2050.800000000              0.000000000
           2050.820000000              0.000000000
           2050.840000000              0.000000000
           2050.860000000              0.000000000
           2050.880000000              0.000000000
           2050.900000000              0.000000000
           2050.920000000              0.000000000
           2050.940000000              0.000000000
           2050.960000000              0.000000000
           2050.980000000              0.000000000
           2051.000000000              0.000000000
           2051.020000000              0.000000000
           2051.040000000              0.000000000
           2051.060000000              0.000000000
           2051.080000000              0.000000000
           2051.100000000              0.000000000
           2051.120000000              0.000000000
           2051.140000000              0.000000000
           2051.160000000              0.000000000
           2051.180000000              0.000000000
           2051.200000000              0.000000000
           2051.220000000              0.000000000
           2051.240000000              0.000000000
           2051.260000000              0.000000000
           2051.280000000              0.000000000
           2051.300000000              0.000000000
           2051.320000000              0.000000000
           2051.340000000              0.000000000
           2051.360000000              0.000000000
           2051.380000000              0.000000000
           2051.400000000              0.000000000
           2051.420000000              0.000000000
           2051.440000000              0.000000000
           2051.460000000              0.000000000
           2051.480000000              0.000000000
           2051.500000000              0.000000000
           2051.520000000              0.000000000
           2051.540000000              0.000000000
           2051.560000000              0.000000000
           2051.580000000              0.000000000
           2051.600000000              0.000000000
           2051.620000000              0.000000000
           2051.640000000              0.000000000
           2051.660000000              0.000000000
           2051.680000000              0.000000000
           2051.700000000              0.000000000
           2051.720000000              0.000000000
           2051.740000000              0.000000000
           2051.760000000              0.000000000
           2051.780000000              0.000000000
           2051.800000000              0.000000000
           2051.820000000              0.000000000
           2051.840000000              0.000000000
           2051.860000000              0.000000000
           2051.880000000              0.000000000
           2051.900000000              0.000000000
           2051.920000000              0.000000000
           2051.940000000              0.000000000
           2051.960000000              0.000000000
           2051.980000000              0.000000000
           2052.000000000              0.000000000
           2052.020000000              0.000000000
           2052.040000000              0.000000000
           2052.060000000              0.000000000
           2052.080000000              0.000000000
           2052.100000000              0.000000000
           2052.120000000              0.000000000
           2052.140000000              0.000000000
           2052.160000000              0.000000000
           2052.180000000              0.000000000
           2052.200000000              0.000000000
           2052.220000000              0.000000000
           2052.240000000              0.000000000
           2052.260000000              0.000000000
           2052.280000000              0.000000000
           2052.300000000              0.000000000
           2052.320000000              0.000000000
           2052.340000000              0.000000000
           2052.360000000              0.000000000
           2052.380000000              0.000000000
           2052.400000000              0.000000000
           2052.420000000              0.000000000
           2052.440000000              0.000000000
           2052.460000000              0.000000000
           2052.480000000              0.000000000
           2052.500000000              0.000000000
           2052.520000000              0.000000000
           2052.540000000              0.000000000
           2052.560000000              0.000000000
           2052.580000000              0.000000000
           2052.600000000              0.000000000
           2052.620000000              0.000000000
           2052.640000000              0.000000000
           2052.660000000              0.000000000
           2052.680000000              0.000000000
           2052.700000000              0.000000000
           2052.720000000              0.000000000
           2052.740000000              0.000000000
           2052.760000000              0.000000000
           2052.780000000              0.000000000
           2052.800000000              0.000000000
           2052.820000000              0.000000000
           2052.840000000              0.000000000
           2052.860000000              0.000000000
           2052.880000000              0.000000000
           2052.900000000              0.000000000
           2052.920000000              0.000000000
           2052.940000000              0.000000000
           2052.960000000              0.000000000
           2052.980000000              0.000000000
           2053.000000000              0.000000000
           2053.020000000              0.000000000
           2053.040000000              0.000000000
           2053.060000000              0.000000000
           2053.080000000              0.000000000
           2053.100000000              0.000000000
           2053.120000000              0.000000000
           2053.140000000              0.000000000
           2053.160000000              0.000000000
           2053.180000000              0.000000000
           2053.200000000              0.000000000
           2053.220000000              0.000000000
           2053.240000000              0.000000000
           2053.260000000              0.000000000
           2053.280000000              0.000000000
           2053.300000000              0.000000000
           2053.320000000              0.000000000
           2053.340000000              0.000000000
           2053.360000000              0.000000000
           2053.380000000              0.000000000
           2053.400000000              0.000000000
           2053.420000000              0.000000000
           2053.440000000              0.000000000
           2053.460000000              0.000000000
           2053.480000000              0.000000000
           2053.500000000              0.000000000
           2053.520000000              0.000000000
           2053.540000000              0.000000000
           2053.560000000              0.000000000
           2053.580000000              0.000000000
           2053.600000000              0.000000000
           2053.620000000              0.000000000
           2053.640000000              0.000000000
           2053.660000000              0.000000000
           2053.680000000              0.000000000
           2053.700000000              0.000000000
           2053.720000000              0.000000000
           2053.740000000              0.000000000
           2053.760000000              0.000000000
           2053.780000000              0.000000000
           2053.800000000              0.000000000
           2053.820000000              0.000000000
           2053.840000000              0.000000000
           2053.860000000              0.000000000
           2053.880000000              0.000000000
           2053.900000000              0.000000000
           2053.920000000              0.000000000
           2053.940000000              0.000000000
           2053.960000000              0.000000000
           2053.980000000              0.000000000
           2054.000000000              0.000000000
           2054.020000000              0.000000000
           2054.040000000              0.000000000
           2054.060000000              0.000000000
           2054.080000000              0.000000000
           2054.100000000              0.000000000
           2054.120000000              0.000000000
           2054.140000000              0.000000000
           2054.160000000              0.000000000
           2054.180000000              0.000000000
           2054.200000000              0.000000000
           2054.220000000              0.000000000
           2054.240000000              0.000000000
           2054.260000000              0.000000000
           2054.280000000              0.000000000
           2054.300000000              0.000000000
           2054.320000000              0.000000000
           2054.340000000              0.000000000
           2054.360000000              0.000000000
           2054.380000000              0.000000000
           2054.400000000              0.000000000
           2054.420000000              0.000000000
           2054.440000000              0.000000000
           2054.460000000              0.000000000
           2054.480000000              0.000000000
           2054.500000000              0.000000000
           2054.520000000              0.000000000
           2054.540000000              0.000000000
           2054.560000000              0.000000000
           2054.580000000              0.000000000
           2054.600000000              0.000000000
           2054.620000000              0.000000000
           2054.640000000              0.000000000
           2054.660000000              0.000000000
           2054.680000000              0.000000000
           2054.700000000              0.000000000
           2054.720000000              0.000000000
           2054.740000000              0.000000000
           2054.760000000              0.000000000
           2054.780000000              0.000000000
           2054.800000000              0.000000000
           2054.820000000              0.000000000
           2054.840000000              0.000000000
           2054.860000000              0.000000000
           2054.880000000              0.000000000
           2054.900000000              0.000000000
           2054.920000000              0.000000000
           2054.940000000              0.000000000
           2054.960000000              0.000000000
           2054.980000000              0.000000000
           2055.000000000              0.000000000
           2055.020000000              0.000000000
           2055.040000000              0.000000000
           2055.060000000              0.000000000
           2055.080000000              0.000000000
           2055.100000000              0.000000000
           2055.120000000              0.000000000
           2055.140000000              0.000000000
           2055.160000000              0.000000000
           2055.180000000              0.000000000
           2055.200000000              0.000000000
           2055.220000000              0.000000000
           2055.240000000              0.000000000
           2055.260000000              0.000000000
           2055.280000000              0.000000000
           2055.300000000              0.000000000
           2055.320000000              0.000000000
           2055.340000000              0.000000000
           2055.360000000              0.000000000
           2055.380000000              0.000000000
           2055.400000000              0.000000000
           2055.420000000              0.000000000
           2055.440000000              0.000000000
           2055.460000000              0.000000000
           2055.480000000              0.000000000
           2055.500000000              0.000000000
           2055.520000000              0.000000000
           2055.540000000              0.000000000
           2055.560000000              0.000000000
           2055.580000000              0.000000000
           2055.600000000              0.000000000
           2055.620000000              0.000000000
           2055.640000000              0.000000000
           2055.660000000              0.000000000
           2055.680000000              0.000000000
           2055.700000000              0.000000000
           2055.720000000              0.000000000
           2055.740000000              0.000000000
           2055.760000000              0.000000000
           2055.780000000              0.000000000
           2055.800000000              0.000000000
           2055.820000000              0.000000000
           2055.840000000              0.000000000
           2055.860000000              0.000000000
           2055.880000000              0.000000000
           2055.900000000              0.000000000
           2055.920000000              0.000000000
           2055.940000000              0.000000000
           2055.960000000              0.000000000
           2055.980000000              0.000000000
           2056.000000000              0.000000000
